id,name,slot,rarity,kit,fits,needs,percent,flat,blurb
"rol_long_1","Long Roll","Utility","Common","","DART","roll_time or boost_time","boost_time -30%; roll_time +40%","","untouchable for longer; a shorter boost"
"rol_quick_1","Quick Roll","Utility","Common","","DART","roll_cooldown or roll_time","roll_cooldown +50%; roll_time -25%","","ready again far sooner; untouchable for less"
"rol_racing_1","Racing Roll","Utility","Common","","DART","boost_speed or boost_rof","boost_rof -15%; boost_speed +20%","","far faster out of the roll; it fires slower"
"rsh_burn_1","Burn Drive","Utility","Common","","WARRIOR","rush_mult or rush_time","rush_mult +30%; rush_time -25%","","far faster while it lasts, and it lasts less"
"rsh_iron_1","Iron Drive","Utility","Common","","WARRIOR","rush_guard or emp_damage","emp_damage -25%; rush_guard -20%","","takes far less while rushing; a weaker EMP"
"rsh_shock_1","Shock Drive","Utility","Common","","WARRIOR","emp_damage or emp_stun or rush_time","emp_damage +50%; emp_stun +25%; rush_time -30%","","an EMP that hits harder and holds them longer; a shorter rush"
"rsh_wide_1","Wide Drive","Utility","Common","","WARRIOR","emp_range or rush_cooldown","emp_range +50%; rush_cooldown -25%","","an EMP that reaches much further; a longer wait"
"vel_ambush_1","Ambush Veil","Utility","Common","","WRAITH","stealth_rof or stealth_speed","stealth_rof +30%; stealth_speed -15%","","it fires far faster while unseen, and moves slower"
"vel_deep_1","Deep Veil","Utility","Common","","WRAITH","stealth_time or stealth_cooldown","stealth_cooldown -25%; stealth_time +50%","","unseen far longer; slower to come back"
"vel_flicker_1","Flicker Veil","Utility","Common","","WRAITH","stealth_cooldown or stealth_time","stealth_cooldown +60%; stealth_time -30%","","back almost at once; unseen for less"
"vel_swift_1","Swift Veil","Utility","Common","","WRAITH","stealth_speed or stealth_time","stealth_speed +25%; stealth_time -20%","","it runs hard while unseen, and is seen sooner"
"wav_far_1","Wide Emitter","Utility","Common","","BASTION","wave_range or wave_push","wave_push -25%; wave_range +40%","","reaches much further; it throws them less far"
"wav_hard_1","Heavy Emitter","Utility","Common","","BASTION","wave_push or wave_range","wave_push +60%; wave_range -20%","","throws them much further; a shorter reach"
"wav_hold_1","Holding Emitter","Utility","Common","","BASTION","wave_disable or wave_push","wave_disable +50%; wave_push -25%","","holds a boss far longer; it shoves less"
"wav_quick_1","Quick Emitter","Utility","Common","","BASTION","wave_cooldown or wave_disable","wave_cooldown +50%; wave_disable -30%","","charges far sooner; it holds nothing as long"
"bs_barrage_2","Barrage Broadside II","Utility","Rare","","BATTLESHIP","broadside_windup or broadside_cooldown or broadside_volleys","broadside_cooldown -20%; broadside_windup -30%","broadside_volleys +2","more volleys; slower to aim and to return"
"bs_heavyside_2","Heavy Broadside II","Utility","Rare","","BATTLESHIP","broadside_mult or broadside_cooldown","broadside_cooldown -25%; broadside_mult +60%","","shells that hit far harder; a longer cooldown"
"bs_rapidside_2","Rapid Broadside II","Utility","Rare","","BATTLESHIP","broadside_cooldown or broadside_mult","broadside_cooldown +75%; broadside_mult -25%","","back far sooner, lighter shells"
"bs_snap_2","Snap Broadside II","Utility","Rare","","BATTLESHIP","broadside_windup or broadside_volleys","broadside_windup +150%","broadside_volleys -1","fires almost at once; one volley fewer"
"bub_deep_2","Deep Bubble II","Utility","Rare","","FREIGHTER","bubble_pool or bubble_radius","bubble_pool +75%; bubble_radius -20%","","soaks far more; it covers less ground"
"bub_long_2","Long Bubble II","Utility","Rare","","FREIGHTER","bubble_time or bubble_cooldown","bubble_cooldown -25%; bubble_time +90%","","stands far longer; slower to come back"
"bub_snap_2","Snap Bubble II","Utility","Rare","","FREIGHTER","bubble_cooldown or bubble_time or bubble_pool","bubble_cooldown +75%; bubble_pool -15%; bubble_time -25%","","up again almost at once; thinner, and briefer"
"bub_wide_2","Wide Bubble II","Utility","Rare","","FREIGHTER","bubble_radius or bubble_pool","bubble_pool -25%; bubble_radius +60%","","covers the whole party; it soaks less"
"cv_heavybay_2","Heavy Bay II","Utility","Rare","","CARRIER","torpedo_damage or bomber_speed or bomber_count","bomber_speed -20%; torpedo_damage +120%","bomber_count -1","one bomber, torpedoes that break ships"
"cv_longbay_2","Long Bay II","Utility","Rare","","CARRIER","torpedo_range or launch_range or torpedo_speed or torpedo_damage","launch_range +45%; torpedo_damage -15%; torpedo_range +60%; torpedo_speed +30%","","torpedoes launched from far off"
"cv_rapidbay_2","Rapid Bay II","Utility","Rare","","CARRIER","bomber_rearm or torpedo_damage or bomber_ammo","bomber_rearm +90%; torpedo_damage -20%","bomber_ammo +2","rearms fast, more torpedoes a run"
"cv_widebay_2","Wide Bay II","Utility","Rare","","CARRIER","torpedo_damage or bomber_count","torpedo_damage -30%","bomber_count +2","more bombers, lighter torpedoes"
"dd_buster_2","Buster Rack II","Utility","Rare","","DESTROYER","missile_damage or missile_speed or missile_turn","missile_damage +150%; missile_speed -20%; missile_turn -30%","","devastating missiles, slow and clumsy"
"dd_loader_2","Loader Rack II","Utility","Rare","","DESTROYER","missile_reload or missile_refire or missile_damage","missile_damage -25%; missile_refire +60%; missile_reload +90%","","reloads fast, lighter warheads"
"dd_salvo_2","Salvo Rack II","Utility","Rare","","DESTROYER","missile_reload or missile_damage or missile_mag","missile_damage -20%; missile_reload -25%","missile_mag +2","more bursts a magazine, a slower reload"
"dd_seeker_2","Seeker Rack II","Utility","Rare","","DESTROYER","missile_turn or missile_speed or missile_damage","missile_damage -20%; missile_speed +30%; missile_turn +150%","","missiles that hunt; lighter warheads"
"ech_deep_2","Deep Core II","Utility","Rare","","ECHO","echo_share or echo_radius","echo_radius -25%; echo_share +60%","","it repeats far more of what you dealt; a tighter blast"
"ech_long_2","Long Core II","Utility","Rare","","ECHO","echo_time or echo_cooldown","echo_cooldown -25%; echo_time +75%","","it remembers far longer; slower to come back"
"ech_quick_2","Quick Core II","Utility","Rare","","ECHO","echo_cooldown or echo_time","echo_cooldown +75%; echo_time -30%","","back far sooner; it remembers less"
"ech_wide_2","Wide Core II","Utility","Rare","","ECHO","echo_radius or echo_share","echo_radius +60%; echo_share -20%","","a far wider blast; it repeats less"
"hnt_heavy_2","Heavy Cells II","Utility","Rare","","WARDEN","hunter_damage or hunter_count","hunter_damage +90%","hunter_count -1","warheads that break ships; one missile fewer"
"hnt_rapid_2","Rapid Cells II","Utility","Rare","","WARDEN","hunter_cooldown or hunter_range","hunter_cooldown +75%; hunter_range -20%","","reloads far sooner; a shorter reach"
"hnt_seeker_2","Seeker Cells II","Utility","Rare","","WARDEN","hunter_turn or hunter_speed or hunter_damage","hunter_damage -20%; hunter_speed +30%; hunter_turn +90%","","missiles that turn hard and fly fast; lighter"
"hnt_swarm_2","Swarm Cells II","Utility","Rare","","WARDEN","hunter_damage or hunter_count","hunter_damage -25%","hunter_count +2","more missiles, each of them lighter"
"ovr_hard_2","Hard Coils II","Utility","Rare","","TENDER","overdrive_mult or overdrive_time","overdrive_mult +45%; overdrive_time -30%","","everything fires much faster, for less time"
"ovr_heavy_2","Heavy Coils II","Utility","Rare","","TENDER","overdrive_mult or overdrive_cooldown","overdrive_cooldown -30%; overdrive_mult +67.5%","","a fierce burst, and a long wait for it"
"ovr_long_2","Long Coils II","Utility","Rare","","TENDER","overdrive_time or overdrive_mult","overdrive_mult -20%; overdrive_time +90%","","holds far longer, at a lower rate"
"ovr_quick_2","Quick Coils II","Utility","Rare","","TENDER","overdrive_cooldown or overdrive_time","overdrive_cooldown +75%; overdrive_time -25%","","back far sooner, and up for less"
"rlg_long_2","Long Barrel II","Utility","Rare","","SNIPER","rail_range or rail_width","rail_range +60%; rail_width -30%","","throws the line far further; a narrower beam"
"rlg_quick_2","Quick Charge II","Utility","Rare","","SNIPER","rail_charge or rail_damage","rail_charge +90%; rail_damage -25%","","charges far faster; a lighter slug"
"rlg_slug_2","Heavy Slug II","Utility","Rare","","SNIPER","rail_damage or rail_charge","rail_charge -25%; rail_damage +75%","","a far heavier slug; a longer charge, locked"
"rlg_wide_2","Wide Beam II","Utility","Rare","","SNIPER","rail_width or rail_range or rail_cooldown","rail_cooldown -20%; rail_range -20%; rail_width +120%","","a far wider line; it costs reach and a longer wait"
"rol_hot_2","Hot Roll II","Utility","Rare","","DART","boost_rof or boost_speed","boost_rof +45%; boost_speed -15%","","it comes out shooting much faster, and slower"
"rol_long_2","Long Roll II","Utility","Rare","","DART","roll_time or boost_time","boost_time -30%; roll_time +60%","","untouchable for longer; a shorter boost"
"rol_quick_2","Quick Roll II","Utility","Rare","","DART","roll_cooldown or roll_time","roll_cooldown +75%; roll_time -25%","","ready again far sooner; untouchable for less"
"rol_racing_2","Racing Roll II","Utility","Rare","","DART","boost_speed or boost_rof","boost_rof -15%; boost_speed +30%","","far faster out of the roll; it fires slower"
"rsh_burn_2","Burn Drive II","Utility","Rare","","WARRIOR","rush_mult or rush_time","rush_mult +45%; rush_time -25%","","far faster while it lasts, and it lasts less"
"rsh_iron_2","Iron Drive II","Utility","Rare","","WARRIOR","rush_guard or emp_damage","emp_damage -25%; rush_guard -30%","","takes far less while rushing; a weaker EMP"
"rsh_shock_2","Shock Drive II","Utility","Rare","","WARRIOR","emp_damage or emp_stun or rush_time","emp_damage +75%; emp_stun +37.5%; rush_time -30%","","an EMP that hits harder and holds them longer; a shorter rush"
"rsh_wide_2","Wide Drive II","Utility","Rare","","WARRIOR","emp_range or rush_cooldown","emp_range +75%; rush_cooldown -25%","","an EMP that reaches much further; a longer wait"
"vel_ambush_2","Ambush Veil II","Utility","Rare","","WRAITH","stealth_rof or stealth_speed","stealth_rof +45%; stealth_speed -15%","","it fires far faster while unseen, and moves slower"
"vel_deep_2","Deep Veil II","Utility","Rare","","WRAITH","stealth_time or stealth_cooldown","stealth_cooldown -25%; stealth_time +75%","","unseen far longer; slower to come back"
"vel_flicker_2","Flicker Veil II","Utility","Rare","","WRAITH","stealth_cooldown or stealth_time","stealth_cooldown +90%; stealth_time -30%","","back almost at once; unseen for less"
"vel_swift_2","Swift Veil II","Utility","Rare","","WRAITH","stealth_speed or stealth_time","stealth_speed +37.5%; stealth_time -20%","","it runs hard while unseen, and is seen sooner"
"wav_far_2","Wide Emitter II","Utility","Rare","","BASTION","wave_range or wave_push","wave_push -25%; wave_range +60%","","reaches much further; it throws them less far"
"wav_hard_2","Heavy Emitter II","Utility","Rare","","BASTION","wave_push or wave_range","wave_push +90%; wave_range -20%","","throws them much further; a shorter reach"
"wav_hold_2","Holding Emitter II","Utility","Rare","","BASTION","wave_disable or wave_push","wave_disable +75%; wave_push -25%","","holds a boss far longer; it shoves less"
"wav_quick_2","Quick Emitter II","Utility","Rare","","BASTION","wave_cooldown or wave_disable","wave_cooldown +75%; wave_disable -30%","","charges far sooner; it holds nothing as long"
"bs_barrage_3","Barrage Broadside III","Utility","Epic","","BATTLESHIP","broadside_windup or broadside_cooldown or broadside_volleys","broadside_cooldown -20%; broadside_windup -30%","broadside_volleys +3","more volleys; slower to aim and to return"
"bs_heavyside_3","Heavy Broadside III","Utility","Epic","","BATTLESHIP","broadside_mult or broadside_cooldown","broadside_cooldown -25%; broadside_mult +80%","","shells that hit far harder; a longer cooldown"
"bs_rapidside_3","Rapid Broadside III","Utility","Epic","","BATTLESHIP","broadside_cooldown or broadside_mult","broadside_cooldown +100%; broadside_mult -25%","","back far sooner, lighter shells"
"bs_snap_3","Snap Broadside III","Utility","Epic","","BATTLESHIP","broadside_windup or broadside_volleys","broadside_windup +200%","broadside_volleys -1","fires almost at once; one volley fewer"
"bub_deep_3","Deep Bubble III","Utility","Epic","","FREIGHTER","bubble_pool or bubble_radius","bubble_pool +100%; bubble_radius -20%","","soaks far more; it covers less ground"
"bub_long_3","Long Bubble III","Utility","Epic","","FREIGHTER","bubble_time or bubble_cooldown","bubble_cooldown -25%; bubble_time +120%","","stands far longer; slower to come back"
"bub_snap_3","Snap Bubble III","Utility","Epic","","FREIGHTER","bubble_cooldown or bubble_time or bubble_pool","bubble_cooldown +100%; bubble_pool -15%; bubble_time -25%","","up again almost at once; thinner, and briefer"
"bub_wide_3","Wide Bubble III","Utility","Epic","","FREIGHTER","bubble_radius or bubble_pool","bubble_pool -25%; bubble_radius +80%","","covers the whole party; it soaks less"
"cv_heavybay_3","Heavy Bay III","Utility","Epic","","CARRIER","torpedo_damage or bomber_speed or bomber_count","bomber_speed -20%; torpedo_damage +160%","bomber_count -1","one bomber, torpedoes that break ships"
"cv_longbay_3","Long Bay III","Utility","Epic","","CARRIER","torpedo_range or launch_range or torpedo_speed or torpedo_damage","launch_range +60%; torpedo_damage -15%; torpedo_range +80%; torpedo_speed +40%","","torpedoes launched from far off"
"cv_rapidbay_3","Rapid Bay III","Utility","Epic","","CARRIER","bomber_rearm or torpedo_damage or bomber_ammo","bomber_rearm +120%; torpedo_damage -20%","bomber_ammo +3","rearms fast, more torpedoes a run"
"cv_widebay_3","Wide Bay III","Utility","Epic","","CARRIER","torpedo_damage or bomber_count","torpedo_damage -30%","bomber_count +3","more bombers, lighter torpedoes"
"dd_buster_3","Buster Rack III","Utility","Epic","","DESTROYER","missile_damage or missile_speed or missile_turn","missile_damage +200%; missile_speed -20%; missile_turn -30%","","devastating missiles, slow and clumsy"
"dd_loader_3","Loader Rack III","Utility","Epic","","DESTROYER","missile_reload or missile_refire or missile_damage","missile_damage -25%; missile_refire +80%; missile_reload +120%","","reloads fast, lighter warheads"
"dd_salvo_3","Salvo Rack III","Utility","Epic","","DESTROYER","missile_reload or missile_damage or missile_mag","missile_damage -20%; missile_reload -25%","missile_mag +3","more bursts a magazine, a slower reload"
"dd_seeker_3","Seeker Rack III","Utility","Epic","","DESTROYER","missile_turn or missile_speed or missile_damage","missile_damage -20%; missile_speed +40%; missile_turn +200%","","missiles that hunt; lighter warheads"
"ech_deep_3","Deep Core III","Utility","Epic","","ECHO","echo_share or echo_radius","echo_radius -25%; echo_share +80%","","it repeats far more of what you dealt; a tighter blast"
"ech_long_3","Long Core III","Utility","Epic","","ECHO","echo_time or echo_cooldown","echo_cooldown -25%; echo_time +100%","","it remembers far longer; slower to come back"
"ech_quick_3","Quick Core III","Utility","Epic","","ECHO","echo_cooldown or echo_time","echo_cooldown +100%; echo_time -30%","","back far sooner; it remembers less"
"ech_wide_3","Wide Core III","Utility","Epic","","ECHO","echo_radius or echo_share","echo_radius +80%; echo_share -20%","","a far wider blast; it repeats less"
"hnt_heavy_3","Heavy Cells III","Utility","Epic","","WARDEN","hunter_damage or hunter_count","hunter_damage +120%","hunter_count -1","warheads that break ships; one missile fewer"
"hnt_rapid_3","Rapid Cells III","Utility","Epic","","WARDEN","hunter_cooldown or hunter_range","hunter_cooldown +100%; hunter_range -20%","","reloads far sooner; a shorter reach"
"hnt_seeker_3","Seeker Cells III","Utility","Epic","","WARDEN","hunter_turn or hunter_speed or hunter_damage","hunter_damage -20%; hunter_speed +40%; hunter_turn +120%","","missiles that turn hard and fly fast; lighter"
"hnt_swarm_3","Swarm Cells III","Utility","Epic","","WARDEN","hunter_damage or hunter_count","hunter_damage -25%","hunter_count +3","more missiles, each of them lighter"
"ovr_hard_3","Hard Coils III","Utility","Epic","","TENDER","overdrive_mult or overdrive_time","overdrive_mult +60%; overdrive_time -30%","","everything fires much faster, for less time"
"ovr_heavy_3","Heavy Coils III","Utility","Epic","","TENDER","overdrive_mult or overdrive_cooldown","overdrive_cooldown -30%; overdrive_mult +90%","","a fierce burst, and a long wait for it"
"ovr_long_3","Long Coils III","Utility","Epic","","TENDER","overdrive_time or overdrive_mult","overdrive_mult -20%; overdrive_time +120%","","holds far longer, at a lower rate"
"ovr_quick_3","Quick Coils III","Utility","Epic","","TENDER","overdrive_cooldown or overdrive_time","overdrive_cooldown +100%; overdrive_time -25%","","back far sooner, and up for less"
"rlg_long_3","Long Barrel III","Utility","Epic","","SNIPER","rail_range or rail_width","rail_range +80%; rail_width -30%","","throws the line far further; a narrower beam"
"rlg_quick_3","Quick Charge III","Utility","Epic","","SNIPER","rail_charge or rail_damage","rail_charge +120%; rail_damage -25%","","charges far faster; a lighter slug"
"rlg_slug_3","Heavy Slug III","Utility","Epic","","SNIPER","rail_damage or rail_charge","rail_charge -25%; rail_damage +100%","","a far heavier slug; a longer charge, locked"
"rlg_wide_3","Wide Beam III","Utility","Epic","","SNIPER","rail_width or rail_range or rail_cooldown","rail_cooldown -20%; rail_range -20%; rail_width +160%","","a far wider line; it costs reach and a longer wait"
"rol_hot_3","Hot Roll III","Utility","Epic","","DART","boost_rof or boost_speed","boost_rof +60%; boost_speed -15%","","it comes out shooting much faster, and slower"
"rol_long_3","Long Roll III","Utility","Epic","","DART","roll_time or boost_time","boost_time -30%; roll_time +80%","","untouchable for longer; a shorter boost"
"rol_quick_3","Quick Roll III","Utility","Epic","","DART","roll_cooldown or roll_time","roll_cooldown +100%; roll_time -25%","","ready again far sooner; untouchable for less"
"rol_racing_3","Racing Roll III","Utility","Epic","","DART","boost_speed or boost_rof","boost_rof -15%; boost_speed +40%","","far faster out of the roll; it fires slower"
"rsh_burn_3","Burn Drive III","Utility","Epic","","WARRIOR","rush_mult or rush_time","rush_mult +60%; rush_time -25%","","far faster while it lasts, and it lasts less"
"rsh_iron_3","Iron Drive III","Utility","Epic","","WARRIOR","rush_guard or emp_damage","emp_damage -25%; rush_guard -40%","","takes far less while rushing; a weaker EMP"
"rsh_shock_3","Shock Drive III","Utility","Epic","","WARRIOR","emp_damage or emp_stun or rush_time","emp_damage +100%; emp_stun +50%; rush_time -30%","","an EMP that hits harder and holds them longer; a shorter rush"
"rsh_wide_3","Wide Drive III","Utility","Epic","","WARRIOR","emp_range or rush_cooldown","emp_range +100%; rush_cooldown -25%","","an EMP that reaches much further; a longer wait"
"vel_ambush_3","Ambush Veil III","Utility","Epic","","WRAITH","stealth_rof or stealth_speed","stealth_rof +60%; stealth_speed -15%","","it fires far faster while unseen, and moves slower"
"vel_deep_3","Deep Veil III","Utility","Epic","","WRAITH","stealth_time or stealth_cooldown","stealth_cooldown -25%; stealth_time +100%","","unseen far longer; slower to come back"
"vel_flicker_3","Flicker Veil III","Utility","Epic","","WRAITH","stealth_cooldown or stealth_time","stealth_cooldown +120%; stealth_time -30%","","back almost at once; unseen for less"
"vel_swift_3","Swift Veil III","Utility","Epic","","WRAITH","stealth_speed or stealth_time","stealth_speed +50%; stealth_time -20%","","it runs hard while unseen, and is seen sooner"
"wav_far_3","Wide Emitter III","Utility","Epic","","BASTION","wave_range or wave_push","wave_push -25%; wave_range +80%","","reaches much further; it throws them less far"
"wav_hard_3","Heavy Emitter III","Utility","Epic","","BASTION","wave_push or wave_range","wave_push +120%; wave_range -20%","","throws them much further; a shorter reach"
"wav_hold_3","Holding Emitter III","Utility","Epic","","BASTION","wave_disable or wave_push","wave_disable +100%; wave_push -25%","","holds a boss far longer; it shoves less"
"wav_quick_3","Quick Emitter III","Utility","Epic","","BASTION","wave_cooldown or wave_disable","wave_cooldown +100%; wave_disable -30%","","charges far sooner; it holds nothing as long"
"chip_armour_1","Armour Chip","Chip","Common","","every hull","hull or deploy_damage or emp_damage or fighter_damage or hunter_damage or main_damage or missile_damage or rail_damage or torpedo_damage","deploy_damage -5%; emp_damage -5%; fighter_damage -5%; hull +8%; hunter_damage -5%; main_damage -5%; missile_damage -5%; rail_damage -5%; torpedo_damage -5%","","more hull; a little less damage"
"chip_basic","Basic Combat Chip","Chip","Common","kit","every hull","","deploy_damage +5%; emp_damage +5%; fighter_damage +5%; hull +5%; hunter_damage +5%; main_damage +5%; missile_damage +5%; rail_damage +5%; torpedo_damage +5%","","+5% damage, +5% hull"
"chip_combat_1","Combat Chip","Chip","Common","","every hull","deploy_damage or emp_damage or fighter_damage or hunter_damage or main_damage or missile_damage or rail_damage or torpedo_damage or hull","deploy_damage +8%; emp_damage +8%; fighter_damage +8%; hull -5%; hunter_damage +8%; main_damage +8%; missile_damage +8%; rail_damage +8%; torpedo_damage +8%","","every weapon hits harder; a little less hull"
"chip_engine_1","Engine Chip","Chip","Common","","every hull","max_speed or turn_rate","max_speed +6%; turn_rate +6%","","faster, and turns quicker"
"chip_target_1","Targeting Chip","Chip","Common","","every hull","main_range or missile_range or fighter_range or control_range or torpedo_range or pd_range","control_range +8%; fighter_range +8%; main_range +8%; missile_range +8%; pd_range +8%; torpedo_range +8%","","every weapon reaches further"
"chip_armour_2","Armour Chip II","Chip","Rare","","every hull","hull or deploy_damage or emp_damage or fighter_damage or hunter_damage or main_damage or missile_damage or rail_damage or torpedo_damage","deploy_damage -5%; emp_damage -5%; fighter_damage -5%; hull +12%; hunter_damage -5%; main_damage -5%; missile_damage -5%; rail_damage -5%; torpedo_damage -5%","","more hull; a little less damage"
"chip_combat_2","Combat Chip II","Chip","Rare","","every hull","deploy_damage or emp_damage or fighter_damage or hunter_damage or main_damage or missile_damage or rail_damage or torpedo_damage or hull","deploy_damage +12%; emp_damage +12%; fighter_damage +12%; hull -5%; hunter_damage +12%; main_damage +12%; missile_damage +12%; rail_damage +12%; torpedo_damage +12%","","every weapon hits harder; a little less hull"
"chip_engine_2","Engine Chip II","Chip","Rare","","every hull","max_speed or turn_rate","max_speed +9%; turn_rate +9%","","faster, and turns quicker"
"chip_target_2","Targeting Chip II","Chip","Rare","","every hull","main_range or missile_range or fighter_range or control_range or torpedo_range or pd_range","control_range +12%; fighter_range +12%; main_range +12%; missile_range +12%; pd_range +12%; torpedo_range +12%","","every weapon reaches further"
"chip_armour_3","Armour Chip III","Chip","Epic","","every hull","hull or deploy_damage or emp_damage or fighter_damage or hunter_damage or main_damage or missile_damage or rail_damage or torpedo_damage","deploy_damage -5%; emp_damage -5%; fighter_damage -5%; hull +16%; hunter_damage -5%; main_damage -5%; missile_damage -5%; rail_damage -5%; torpedo_damage -5%","","more hull; a little less damage"
"chip_combat_3","Combat Chip III","Chip","Epic","","every hull","deploy_damage or emp_damage or fighter_damage or hunter_damage or main_damage or missile_damage or rail_damage or torpedo_damage or hull","deploy_damage +16%; emp_damage +16%; fighter_damage +16%; hull -5%; hunter_damage +16%; main_damage +16%; missile_damage +16%; rail_damage +16%; torpedo_damage +16%","","every weapon hits harder; a little less hull"
"chip_engine_3","Engine Chip III","Chip","Epic","","every hull","max_speed or turn_rate","max_speed +12%; turn_rate +12%","","faster, and turns quicker"
"chip_target_3","Targeting Chip III","Chip","Epic","","every hull","main_range or missile_range or fighter_range or control_range or torpedo_range or pd_range","control_range +16%; fighter_range +16%; main_range +16%; missile_range +16%; pd_range +16%; torpedo_range +16%","","every weapon reaches further"
